Year,Company,Corpus,text_length,Corpus_token,Corpus_string,Corpus_string_fdist,Corpus_string_lem,is_equal,neg,neu,pos,compound,Sentiment
2022,Apple,i'm loving the new focus mode in ios 15. it helps me stay productive by reducing distractions and allowing me to focus on what matters. #ios15 #productivity,156,"['loving', 'new', 'focus', 'mode', 'ios', '15', 'helps', 'stay', 'productive', 'reducing', 'distractions', 'allowing', 'focus', 'matters', 'ios15', 'productivity']",loving new focus mode ios helps stay productive reducing distractions allowing focus matters ios15 productivity,loving new focus mode ios helps stay productive reducing distractions allowing focus matters ios15 productivity,loving new focus mode ios helps stay productive reducing distractions allowing focus matters ios15 productivity,True,0.097,0.534,0.369,0.6808,positive
2022,Apple,apple's commitment to user privacy sets them apart from other tech companies. they respect our data and prioritize our security. #privacy #apple,144,"['apple', 'commitment', 'user', 'privacy', 'sets', 'apart', 'tech', 'companies', 'respect', 'data', 'prioritize', 'security', 'privacy', 'apple']",apple commitment user privacy sets apart tech companies respect data prioritize security privacy apple,apple commitment user privacy sets apart tech companies respect data prioritize security privacy apple,apple commitment user privacy sets apart tech companies respect data prioritize security privacy apple,True,0.0,0.576,0.424,0.7964,positive
2022,Apple,"the apple watch is my favorite fitness companion. it tracks my workouts, monitors my heart rate, and keeps me motivated to stay active. #applewatch #fitness",156,"['apple', 'watch', 'favorite', 'fitness', 'companion', 'tracks', 'workouts', 'monitors', 'heart', 'rate', 'keeps', 'motivated', 'stay', 'active', 'applewatch', 'fitness']",apple watch favorite fitness companion tracks workouts monitors heart rate keeps motivated stay active applewatch fitness,apple watch favorite fitness companion tracks workouts monitors heart rate keeps motivated stay active applewatch fitness,apple watch favorite fitness companion tracks workouts monitors heart rate keeps motivated stay active applewatch fitness,True,0.0,0.46,0.54,0.8979,positive
2022,Apple,the apple ecosystem is so seamless and interconnected. i love how my devices work together effortlessly. #apple #ecosystem,122,"['apple', 'ecosystem', 'seamless', 'interconnected', 'love', 'devices', 'work', 'together', 'effortlessly', 'apple', 'ecosystem']",apple ecosystem seamless interconnected love devices work together effortlessly apple ecosystem,apple ecosystem seamless interconnected love devices work together effortlessly apple ecosystem,apple ecosystem seamless interconnected love devices work together effortlessly apple ecosystem,True,0.0,0.704,0.296,0.6369,positive
2022,Apple,"apple's retina displays are simply stunning. the sharpness, clarity, and color accuracy are unmatched. #retinadisplay #apple",124,"['apple', 'retina', 'displays', 'simply', 'stunning', 'sharpness', 'clarity', 'color', 'accuracy', 'unmatched', 'retinadisplay', 'apple']",apple retina displays simply stunning sharpness clarity color accuracy unmatched retinadisplay apple,apple retina displays simply stunning sharpness clarity color accuracy unmatched retinadisplay apple,apple retina displays simply stunning sharpness clarity color accuracy unmatched retinadisplay apple,True,0.083,0.577,0.34,0.6124,positive
2022,Apple,"i'm impressed with the battery life on the latest iphone. it lasts all day, even with heavy usage. #iphone #batterylife #apple",126,"['impressed', 'battery', 'life', 'latest', 'iphone', 'lasts', 'day', 'even', 'heavy', 'usage', 'iphone', 'batterylife', 'apple']",impressed battery life latest iphone lasts day even heavy usage iphone batterylife apple,impressed battery life latest iphone lasts day even heavy usage iphone batterylife apple,impressed battery life latest iphone lasts day even heavy usage iphone batterylife apple,True,0.0,0.795,0.205,0.4767,positive
2022,Apple,"apple's swift programming language makes app development a breeze. it's intuitive and powerful, allowing developers to create amazing apps. #swift #appdevelopment",162,"['apple', 'swift', 'programming', 'language', 'makes', 'app', 'development', 'breeze', 'intuitive', 'powerful', 'allowing', 'developers', 'create', 'amazing', 'apps', 'swift', 'appdevelopment']",apple swift programming language makes app development breeze intuitive powerful allowing developers create amazing apps swift appdevelopment,apple swift programming language makes app development breeze intuitive powerful allowing developers create amazing apps swift appdevelopment,apple swift programming language makes app development breeze intuitive powerful allowing developers create amazing apps swift appdevelopment,True,0.0,0.494,0.506,0.8834,positive
2022,Apple,"the apple watch's health features are incredible. from ecg to blood oxygen monitoring, it helps me keep track of my well-being. #applewatch #health",147,"['apple', 'watch', 'health', 'features', 'incredible', 'ecg', 'blood', 'oxygen', 'monitoring', 'helps', 'keep', 'track', 'well', 'applewatch', 'health']",apple watch health features incredible ecg blood oxygen monitoring helps keep track well applewatch health,apple watch health features incredible ecg blood oxygen monitoring helps keep track well applewatch health,apple watch health features incredible ecg blood oxygen monitoring helps keep track well applewatch health,True,0.0,0.734,0.266,0.5719,positive
2022,Apple,the integration of apple pay has made payments so convenient. i can securely make purchases with just a tap of my iphone or apple watch. #applepay #convenience,159,"['integration', 'apple', 'pay', 'made', 'payments', 'convenient', 'securely', 'make', 'purchases', 'tap', 'iphone', 'apple', 'watch', 'applepay', 'convenience']",integration apple pay made payments convenient securely make purchases tap iphone apple watch applepay convenience,integration apple pay made payments convenient securely make purchases tap iphone apple watch applepay convenience,integration apple pay made payments convenient securely make purchases tap iphone apple watch applepay convenience,True,0.083,0.774,0.143,0.25,positive
2022,Apple,i'm blown away by the audio quality of the airpods max. they deliver a premium listening experience. #airpodsmax #audioquality #apple,133,"['blown', 'away', 'audio', 'quality', 'airpods', 'max', 'deliver', 'premium', 'listening', 'experience', 'airpodsmax', 'audioquality', 'apple']",blown away audio quality airpods max deliver premium listening experience airpodsmax audioquality apple,blown away audio quality airpods max deliver premium listening experience airpodsmax audioquality apple,blown away audio quality airpods max deliver premium listening experience airpodsmax audioquality apple,True,0.0,1.0,0.0,0.0,neutral
2022,Apple,apple's commitment to accessibility is commendable. they make their products inclusive for users with different abilities. #accessibility #apple,144,"['apple', 'commitment', 'accessibility', 'commendable', 'make', 'products', 'inclusive', 'users', 'different', 'abilities', 'accessibility', 'apple']",apple commitment accessibility commendable make products inclusive users different abilities accessibility apple,apple commitment accessibility commendable make products inclusive users different abilities accessibility apple,apple commitment accessibility commendable make products inclusive users different abilities accessibility apple,True,0.0,0.685,0.315,0.5574,positive
2022,Apple,the apple magsafe accessories are a game-changer. the magnetic attachment makes charging and using accessories effortless. #magsafe #apple,138,"['apple', 'magsafe', 'accessories', 'game', 'changer', 'magnetic', 'attachment', 'makes', 'charging', 'using', 'accessories', 'effortless', 'magsafe', 'apple']",apple magsafe accessories game changer magnetic attachment makes charging using accessories effortless magsafe apple,apple magsafe accessories game changer magnetic attachment makes charging using accessories effortless magsafe apple,apple magsafe accessories game changer magnetic attachment makes charging using accessories effortless magsafe apple,True,0.0,0.855,0.145,0.296,positive
